Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;1;0;0;1;1;Y;13;
Falco;4;1;0;1;1;0;Y;9;
Aquila;4;5;1;1;1;1;N;7;
Gheppio;4;7;1;0;1;0;N;6;
Condor;4;4;0;1;1;0;Y;10;
Gufo;4;7;0;0;1;1;Y;9;
Sparviere;4;4;1;1;0;1;N;8;
Civetta;4;7;1;0;0;1;Y;9;
Colomba;4;3;1;1;1;0;N;5;
