Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;6;1;1;1;N;1;
Falco;4;5;0;1;1;Y;10;
Aquila;4;6;0;1;0;Y;11;
Gheppio;4;0;1;1;1;N;-1;
Condor;4;5;1;1;1;Y;9;
Gufo;4;3;1;0;1;N;6;
Sparviere;4;4;0;1;1;Y;10;
Civetta;4;7;1;1;1;N;5;
Colomba;4;2;0;1;1;Y;10;
