Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;4;0;1;0;0;Y;10;
Falco;4;7;0;0;1;1;Y;9;
Aquila;4;8;1;0;0;1;N;5;
Gheppio;4;2;1;0;1;1;N;8;
Condor;4;0;1;0;1;0;Y;9;
Gufo;4;7;0;0;1;1;Y;9;
Sparviere;4;0;1;0;1;0;N;5;
Civetta;4;0;0;1;0;0;Y;10;
Colomba;4;5;0;1;0;1;Y;9;
