Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;6;0;0;1;0;1;1;1;Y;9;
Falco;4;8;0;1;1;1;1;0;1;N;7;
Aquila;4;0;1;1;1;0;1;1;1;N;-1;
Gheppio;4;3;0;1;1;0;1;1;1;N;8;
Condor;4;7;1;0;0;0;0;1;1;Y;11;
Gufo;4;3;0;1;0;1;1;1;1;N;8;
Sparviere;4;5;1;0;0;1;0;1;1;Y;13;
Civetta;4;6;0;0;1;1;0;1;1;Y;9;
Colomba;4;0;0;0;1;0;0;1;1;Y;10;
