Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;5;0;0;1;1;Y;9;
Falco;4;1;0;1;1;1;Y;12;
Aquila;4;5;1;0;1;0;N;5;
Gheppio;4;1;0;1;1;1;Y;12;
Condor;4;6;1;0;0;1;Y;9;
Gufo;4;0;1;1;1;1;N;-1;
Sparviere;4;7;1;1;0;1;N;4;
Civetta;4;4;0;0;1;1;Y;9;
Colomba;4;1;0;1;1;1;N;8;
