Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;3;1;1;1;1;1;N;-1;
Falco;4;7;1;0;0;1;1;Y;11;
Aquila;4;2;0;1;1;1;1;Y;10;
Gheppio;4;2;1;0;0;0;0;Y;13;
Condor;4;8;0;1;1;0;0;N;8;
Gufo;4;6;1;0;1;1;1;Y;10;
Sparviere;4;4;0;0;1;1;0;Y;16;
Civetta;4;1;0;1;0;1;0;N;8;
Colomba;4;8;0;0;0;1;1;Y;12;
