Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;4;0;1;1;1;1;1;1;N;0;
Falco;4;7;0;0;0;1;1;1;1;Y;9;
Aquila;4;0;1;0;0;1;1;0;0;Y;10;
Gheppio;4;6;1;1;0;1;1;1;1;N;6;
Condor;4;1;1;1;0;1;1;1;0;Y;15;
Gufo;4;1;0;1;0;0;1;1;1;N;6;
Sparviere;4;5;0;0;1;0;0;0;1;Y;15;
Civetta;4;2;1;1;1;1;1;1;0;N;6;
Colomba;4;7;0;0;0;1;1;1;1;Y;13;
