Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;2;0;0;0;1;Y;14;
Falco;4;3;1;1;1;1;N;-1;
Aquila;4;7;0;1;0;1;Y;9;
Gheppio;4;3;0;1;1;1;N;4;
Condor;4;2;0;0;1;1;Y;9;
Gufo;4;2;1;0;1;1;N;4;
Sparviere;4;3;1;0;1;0;N;5;
Civetta;4;2;0;1;1;1;Y;12;
Colomba;4;0;0;1;0;0;Y;14;
