Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;2;0;0;1;1;Y;13;
Falco;4;3;0;1;1;1;Y;9;
Aquila;4;5;0;1;1;1;Y;9;
Gheppio;4;1;0;1;1;1;Y;9;
Condor;4;8;0;1;1;0;N;6;
Gufo;4;8;0;1;1;1;Y;9;
Sparviere;4;1;0;1;1;1;N;5;
Civetta;4;2;1;0;1;1;N;8;
Colomba;4;8;0;1;1;1;N;8;
