Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;2;1;0;0;1;N;6;
Falco;4;0;0;0;0;1;N;7;
Aquila;4;7;1;1;1;1;N;3;
Gheppio;4;3;0;0;1;1;Y;10;
Condor;4;4;0;1;0;1;Y;13;
Gufo;4;7;1;0;1;0;Y;9;
Sparviere;4;2;1;1;1;1;Y;11;
Civetta;4;5;0;1;0;1;Y;9;
Colomba;4;3;1;0;1;1;N;8;
